x,y
-5.286330680404724980e-01,2.624157339057685556e-01
3.892760067072347230e-01,6.965274009457393944e-01
4.642326975233194708e-01,5.611609335762065554e-01
6.155341620725777174e-01,3.496720712718827118e-01
-2.020131129175785745e+00,-5.000000000000000000e+00
-2.445407971042284911e-01,-5.000000000000000000e+00
2.269476431526122606e-01,1.189701208706956947e+00
2.268100590817916817e+00,-5.000000000000000000e+00
5.000000000000000000e+00,-2.933482576492168814e+00
4.129550534235720272e-01,6.507130416954336471e-01
-1.547758547503742754e+00,5.000000000000000000e+00
-1.702138842801847129e+00,-5.000000000000000000e+00
-5.000000000000000000e+00,-2.143002737280010006e+00
4.416831916527441115e-01,5.990845073912747232e-01
-5.680455296195731085e-01,1.374246766009333542e-01
8.582810681119040774e-01,1.084261138666386820e-01
5.000000000000000000e+00,-2.569650957555441373e+00
-5.060964728083242603e-01,3.897467522657672157e-01
1.320502462233974938e+00,-1.668182552905728699e-01
-1.246640014215904202e+00,-5.000000000000001776e+00
-9.538010110928346608e-01,5.000000000000000000e+00
-2.794405547999110784e+00,5.000000000000000000e+00
-5.840185660671688428e-01,9.877934663036827545e-02
-5.439964603406158838e-01,2.066448702362131407e-01
-6.106858043454153062e-01,4.270331139703338608e-02
-5.000000000000000000e+00,-1.979640043988608378e+00
-5.003223846628676030e-01,5.253902617919689044e-01
-5.289324722471261397e-01,7.388050597117271634e-01
-1.321056983863973189e+00,5.000000000000000000e+00
-1.047350695482987953e-01,-5.000000000000000888e+00
-3.490715215248324510e-02,4.999999999999999112e+00
-5.192660888366690264e-01,3.046516048331204818e-01
-5.000000000000001776e+00,-2.658547158307395186e+00
-8.816349035423247660e-01,5.000000000000000888e+00
-2.703489914843497655e+00,-4.999999999999999112e+00
5.316340173750918607e-01,4.588941739333178282e-01
1.099321297074801418e+00,-5.000000000000000000e+00
-1.099321297074798309e+00,5.000000000000000000e+00
-2.886751345948127323e+00,5.000000000000000000e+00
3.832286423644262752e-01,7.087665470107930021e-01
4.999999999999999112e+00,-1.819851171331010820e+00
1.702138842801845131e+00,-4.999999999999999112e+00
5.000000000000000000e+00,-1.663278621619125319e+00
5.000000000000000000e+00,-8.456866987599102048e-01
-5.121720270850897982e-01,6.555503003109275362e-01
2.445407971042266593e-01,-5.000000000000000000e+00
-6.289630214428385546e-01,8.782551219919413829e-03
-5.085535612120819504e-01,3.694857899891552111e-01
2.351961462801934188e-01,1.145786282174561022e+00
-2.525681740447761836e+00,5.000000000000000000e+00
4.978002172706519346e-01,5.083368451092376006e-01
-1.471580026644790928e+00,-5.000000000000000000e+00
6.219925145898944630e-01,3.419432785248738838e-01
5.000000000000000000e+00,-1.741184220100103763e+00
7.418579599483526854e-01,2.127243469036326495e-01
-8.441018036889544884e-01,-2.548493598565990115e-01
3.323401175353057901e-01,8.225706557744622005e-01
4.245412856033404236e-01,6.294083395577323436e-01
-1.624598481164531094e+00,5.000000000000000000e+00
-5.393330136221261562e-01,2.222970268728583776e-01
4.999999999999999112e+00,-2.310324349112887532e+00
5.000000000000000000e+00,-2.060851285367511831e+00
6.557023985035514979e-01,3.029770434068960738e-01
-8.098232906072665438e-01,5.000000000000000000e+00
5.000000000000000888e+00,-9.176717229367956641e-01
3.271908318060722909e+00,-5.000000000000000888e+00
-8.687586828710013309e-01,-2.755864874720594937e-01
2.109048165559061216e-01,1.302165663806445384e+00
-5.039661608786601965e-01,4.110247712832125200e-01
2.020131129175783524e+00,-5.000000000000000000e+00
-3.847290324181259491e-01,-5.000000000000000000e+00
-5.370850350953114694e-01,2.301949400722761441e-01
-2.525681740447758283e+00,-5.000000000000000000e+00
-8.985437102274522747e-01,-2.989057087623304132e-01
-2.613936831093444546e+00,5.000000000000000000e+00
-5.710702512849007428e-01,1.297439778314165293e-01
-5.000000000000000000e+00,-3.028107634961999750e+00
-5.594254698497599376e-01,1.604126721553718327e-01
3.771221643596513462e-01,7.213681674967953317e-01
2.445407971042245221e-01,5.000000000000000888e+00
1.026352601437245715e+00,-4.999999999999999112e+00
7.162471013012584597e-01,2.382636982782104229e-01
-5.001447792211185517e-01,4.829841990721963629e-01
-2.268100590817912376e+00,5.000000000000000888e+00
7.600866997281419124e-01,1.951570945861149653e-01
6.351751675662367091e-01,3.264356955104036895e-01
-6.757734379263333757e-01,-6.626016491734992853e-02
5.000000000000000000e+00,-1.283781801838632219e+00
5.664025650870400108e-01,4.115155515070589853e-01
5.000000000000001776e+00,-9.900266600404881157e-01
1.471580026644798922e+00,-5.000000000000000000e+00
-5.000566170937406074e-01,5.106410047451307443e-01
-2.794405547999106787e+00,-5.000000000000000000e+00
1.398598883609768473e+00,-1.965602545163503134e-01
-5.112997131602207146e-01,3.500942202483890986e-01
6.028568468515117518e-01,3.651030841480358280e-01
5.000000000000000000e+00,-3.028107634961998862e+00
-5.348916582600508063e-01,2.381491097896254183e-01
-2.268100590817908380e+00,-5.000000000000000000e+00
3.709522829168543367e-01,7.343607014617182793e-01
-5.000000000000000000e+00,-2.310324349112893305e+00
-2.886751345948132652e+00,-5.000000000000000888e+00
-2.352821406061254006e+00,-4.999999999999999112e+00
-5.159023705062731890e-01,3.223715799067406462e-01
-3.076020523510151428e+00,-5.000000000000000888e+00
9.538010110928364371e-01,-5.000000000000000888e+00
5.090165271011107828e-01,4.915515464128234480e-01
-5.049876418147087875e-01,4.002482729044503085e-01
1.780419913656773545e+00,-4.999999999999999112e+00
5.146432090970189943e-01,4.832821415366023721e-01
5.000000000000000888e+00,-2.658547158307394298e+00
7.999587608712384057e-01,1.583961000390962104e-01
2.039349516640519833e-01,1.381044789328131905e+00
-5.175558661958976625e-01,3.134429739894336042e-01
-7.260580869799380110e-01,-1.332565951262150716e-01
1.261413568338058955e+00,-1.414902019094970986e-01
-2.438662942829309621e+00,-5.000000000000000000e+00
3.145733362682484047e-01,5.000000000000000000e+00
-4.999999999999999112e+00,-2.840395325049830166e+00
1.026977057053265696e+00,-1.434023670352122491e-02
6.419109296944938148e-01,3.186473527702554098e-01
-1.246640014215904202e+00,5.000000000000001776e+00
7.793980370364489429e-01,1.770748894931633288e-01
-5.255211763283825777e-01,4.999999999999998224e+00
-8.230133255777668522e-01,-2.359952735274359892e-01
3.187398937409487987e-01,8.570657458948045537e-01
-6.150128482888551629e-01,3.438455641356279180e-02
-5.540291261494652009e-01,1.757483911736821003e-01
-5.962139034027609252e-01,-5.000000000000000000e+00
5.000000000000000888e+00,-2.143002737280006897e+00
1.627822503742462956e+00,-1.910665778736406195e-01
-1.014337779839377784e+00,-2.643994361825779960e-01
-1.042835790202135238e+00,-4.877685175666927719e+00
4.975361807041458917e+00,-2.536795938252197402e+00
-4.991543594754427104e+00,-9.347792439157430744e-01
7.467493984712187949e-01,3.297511695277496324e-01
1.207252186473624977e+00,-2.732315582455031866e-02
-1.098684039234437249e+00,-3.011892660678934242e-01
5.020109721439277806e+00,-5.207111408721918355e-01
6.258169950887071398e-01,5.087741207936017140e+00
-4.984534931819768477e-01,3.441854505899117345e-01
3.631332244509595242e-01,9.699904421886057504e-01
-9.109242093246041616e-01,-2.056225380940670810e-01
-1.743182440635816954e+00,5.140322222433050037e+00
2.547792538986882516e+00,-4.957380796266687817e+00
5.021660789224196009e+00,-4.508289078574089781e-01
9.376415923806169506e-01,1.520471033377621128e-01
-1.578052391863582260e+00,5.136657086275795869e+00
-5.660704361181673194e-01,1.765201048858109911e-01
-9.561155310305962107e-01,-2.333196601084017441e-01
-2.423891024582835174e-01,-4.895451452120046731e+00
-1.390242361349304678e+00,-4.869974329611676644e+00
3.488313855414679754e+00,-4.978256092490103590e+00
3.592836385930331833e+00,-4.980576017353500085e+00
1.018697735812358118e+00,9.057318794245072802e-02
2.295254357195986472e+00,-4.951775597043099886e+00
1.004033550335592162e+00,1.011671272670052052e-01
8.910161857572804767e-01,1.908412860681605872e-01
-5.055606025151682115e-01,3.215840944314763417e-01
-1.605048450505253577e+00,-4.865206611258670044e+00
-1.415892768159993320e+00,5.133057880047116051e+00
-6.317492172147123330e-01,6.644882864244898435e-02
4.973493833432254263e+00,-2.620956133115127873e+00
-1.825785844923090151e+00,-4.860307244901345136e+00
9.022292711314812141e-01,1.812669399762002753e-01
-2.534797512725255331e+00,-4.844570410092062573e+00
3.234671039657156522e-01,1.101573624667909757e+00
2.927056752943700824e-01,1.242818719421693086e+00
-5.035806153992360201e+00,-2.928996716922413146e+00
-7.052613765649572430e-01,-4.885177792536995689e+00
8.180502903118470615e-01,-4.918988384313286666e+00
-5.020331021273015004e+00,-2.231775846793294438e+00
3.286324814864000077e-01,5.094337352697543508e+00
-5.994150272969592796e-01,1.166447937947008712e-01
6.030308399797245089e-01,5.054701457340956550e-01
3.493262888675314759e-01,-4.908584842993943376e+00
-5.031770945467840761e+00,-2.747193326305658712e+00
6.650666817299895062e-01,4.240180619785101634e-01
-6.827579802344023729e-01,-1.410735258001633930e-03
4.939453645640468071e-01,6.772001521744628327e-01
-5.037871758926815602e+00,-3.022061047669182265e+00
-9.746540876631332173e-01,-4.879198499408411216e+00
5.953477327154301779e-01,5.162600957951921643e-01
5.012314872153305956e+00,-8.719024165954070149e-01
1.259758853656461675e+00,-5.469403542226525944e-02
-7.902425379238603442e-01,-1.134311768390818681e-01
9.898805971962862937e-01,1.116067461112962428e-01
-5.616145078571453952e-01,1.853156760923434510e-01
2.812445434942362876e+00,-4.963254887053313524e+00
-1.111065422850549406e-01,-4.898365327951157866e+00
-5.721701702363015674e-01,-4.888131812087978645e+00
-7.390217329711683547e-01,-6.437379624056543959e-02
3.285739086362973627e+00,-4.973759853821736243e+00
-6.386049715435604401e-01,-4.886657261609842706e+00
4.980831713988696841e+00,-2.290353251753714403e+00
-8.421896245865841957e-01,-1.567035711288153887e-01
-7.483539731764369263e-01,-7.384236697765086954e-02
-4.607502212564836830e-01,5.343408597988471564e-01
-8.146571305584003886e-01,-1.345110401698724478e-01
5.645829169583023166e-01,5.612328252255301964e-01
-8.915400740577398286e-01,-1.927000194681113276e-01
1.232563349167943301e+00,-4.079177726541229759e-02
-4.398581419217122424e-01,-4.891068537430340868e+00
4.155663728850109706e-01,-4.910055071633717461e+00
-1.532836697804775827e+00,-4.866809383787169097e+00
4.961731565167358582e+00,-3.150896590691261157e+00
2.634576215217797834e+00,-4.959306999232036439e+00
4.979029637567636613e+00,-2.371544496644255595e+00
-5.018508081592085723e+00,-2.149644622875400479e+00
5.413516269643683376e-01,5.972450919795170288e-01
2.053187694834110122e+00,-4.946402817931816465e+00
-5.633988829521870967e-01,5.114136392493858096e+00
-7.146033476390110106e-01,5.117492444010723673e+00
1.023801713354734133e+00,-4.923555130254487544e+00
3.029484657691893235e-01,1.189383207562505484e+00
7.729016005739378636e-01,3.021918790920670173e-01
5.019661060550142384e-01,6.629913374461863240e-01
9.137241598494943995e-01,1.716150994842014221e-01
-4.627936488966741813e-01,5.155157066447251246e-01
3.335921199007947369e-01,1.064313249634183611e+00
-5.011414673448999935e+00,-1.830056268617003878e+00
-5.128976333447013980e-01,3.000162009813361896e-01
6.809012867073465092e-01,4.046865639994427499e-01
7.005132600445893587e-01,5.086083290533720991e+00
-1.165032804324264593e+00,-3.239299140691231371e-01
-4.570479816200437861e-01,6.809970694324887219e-01
-1.767286226584701692e-01,-4.896908816181925417e+00
1.049744525315214894e+00,6.887039568680342061e-02
2.545898127759710361e-01,5.095980763235407274e+00
9.629528533619144959e-01,1.320695199206884385e-01
2.378193715373965400e+00,-4.953616473629632644e+00
1.376232900453485009e+00,-4.931377499934528785e+00
-5.016706005171026383e+00,-2.068453377984863284e+00
-6.097485248121151669e-01,9.987516462464750278e-02
4.953257546508537779e+00,-3.532687349448903280e+00
-4.704738735566128538e-01,8.030128897546147115e-01
-4.133173098581710558e-01,5.110805264064025799e+00
-1.900862879295097896e+00,-4.858640876149549648e+00
1.356420083032511492e+00,-9.954963450304986361e-02
4.027473944430336461e-01,5.092692338665942842e+00
4.183792442383134080e-01,8.288482731308651763e-01
4.992945519123739295e+00,-1.744574555699547558e+00
-5.943956995007610988e-01,1.250660167320961358e-01
-1.155514442566163702e-01,5.104196215931802172e+00
-8.671821529139597251e-01,5.120878999638857287e+00
-3.081136479103978587e-01,-4.893992666092024102e+00
7.640734768504495733e-01,3.113652029292531820e-01
