x,y
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
2.601325335231872155e+69,-1.469087651032427959e+68
