5.660000000000000000e+02,1.062500000000000000e+00
5.675000000000000000e+02,2.406250000000000000e+00
5.690000000000000000e+02,4.046875000000000000e+00
5.702500000000000000e+02,5.421875000000000000e+00
5.725000000000000000e+02,6.687500000000000000e+00
5.752500000000000000e+02,8.109375000000000000e+00
5.775000000000000000e+02,9.593750000000000000e+00
5.800000000000000000e+02,1.106250000000000000e+01
5.840000000000000000e+02,1.243750000000000000e+01
5.880000000000000000e+02,1.382812500000000000e+01
5.927500000000000000e+02,1.537500000000000000e+01
6.232500000000000000e+02,1.803125000000000000e+01
6.320000000000000000e+02,1.951562500000000000e+01
6.390000000000000000e+02,2.078125000000000000e+01
6.470000000000000000e+02,2.229687500000000000e+01
6.550000000000000000e+02,2.360937500000000000e+01
6.632500000000000000e+02,2.504687500000000000e+01
6.722500000000000000e+02,2.637500000000000000e+01
6.867500000000000000e+02,2.931250000000000000e+01
7.025000000000000000e+02,3.070312500000000000e+01
6.990000000000000000e+02,3.348437500000000000e+01
6.357500000000000000e+02,3.812500000000000000e+01
6.180000000000000000e+02,3.959375000000000000e+01
6.015000000000000000e+02,4.098437500000000000e+01
5.870000000000000000e+02,4.259375000000000000e+01
5.735000000000000000e+02,4.389062500000000000e+01
5.605000000000000000e+02,4.564062500000000000e+01
5.487500000000000000e+02,4.710937500000000000e+01
5.382500000000000000e+02,4.859375000000000000e+01
5.280000000000000000e+02,4.987500000000000000e+01
5.185000000000000000e+02,5.128125000000000000e+01
5.097500000000000000e+02,5.301562500000000000e+01
5.010000000000000000e+02,5.431250000000000000e+01
4.932500000000000000e+02,5.584375000000000000e+01
4.862500000000000000e+02,5.735937500000000000e+01
4.797500000000000000e+02,5.882812500000000000e+01
4.732500000000000000e+02,6.035937500000000000e+01
4.675000000000000000e+02,6.179687500000000000e+01
4.622500000000000000e+02,6.312500000000000000e+01
4.595000000000000000e+02,6.460937500000000000e+01
4.562500000000000000e+02,6.625000000000000000e+01
4.517500000000000000e+02,6.740625000000000000e+01
4.485000000000000000e+02,6.914062500000000000e+01
4.455000000000000000e+02,7.065625000000000000e+01
4.427500000000000000e+02,7.212500000000000000e+01
4.402500000000000000e+02,7.328125000000000000e+01
4.380000000000000000e+02,7.464062500000000000e+01
2.047500000000000000e+02,8.207812500000000000e+01
2.057500000000000000e+02,8.256250000000000000e+01
2.057500000000000000e+02,8.495312500000000000e+01
2.052500000000000000e+02,8.604687500000000000e+01
2.030000000000000000e+02,8.782812500000000000e+01
2.025000000000000000e+02,8.950000000000000000e+01
2.035000000000000000e+02,9.064062500000000000e+01
2.045000000000000000e+02,9.204687500000000000e+01
2.057500000000000000e+02,9.348437500000000000e+01
2.060000000000000000e+02,9.490625000000000000e+01
2.067500000000000000e+02,9.545312500000000000e+01
2.075000000000000000e+02,9.681250000000000000e+01
2.085000000000000000e+02,9.918750000000000000e+01
2.095000000000000000e+02,1.006406250000000000e+02
2.107500000000000000e+02,1.010625000000000000e+02
2.120000000000000000e+02,1.025312500000000000e+02
2.132500000000000000e+02,1.037343750000000000e+02
2.150000000000000000e+02,1.055937500000000000e+02
2.167500000000000000e+02,1.067343750000000000e+02
2.185000000000000000e+02,1.077812500000000000e+02
2.205000000000000000e+02,1.106250000000000000e+02
2.225000000000000000e+02,1.114843750000000000e+02
2.272500000000000000e+02,1.133125000000000000e+02
2.247500000000000000e+02,1.134687500000000000e+02
2.297500000000000000e+02,1.151250000000000000e+02
2.327500000000000000e+02,1.158281250000000000e+02
2.360000000000000000e+02,1.175468750000000000e+02
2.422500000000000000e+02,1.198437500000000000e+02
2.390000000000000000e+02,1.204843750000000000e+02
2.460000000000000000e+02,1.223437500000000000e+02
2.497500000000000000e+02,1.236250000000000000e+02
2.540000000000000000e+02,1.243750000000000000e+02
2.585000000000000000e+02,1.254687500000000000e+02
2.632500000000000000e+02,1.266718750000000000e+02
6.435000000000000000e+02,1.348906250000000000e+02
6.607500000000000000e+02,1.360625000000000000e+02
6.800000000000000000e+02,1.375156250000000000e+02
7.005000000000000000e+02,1.388437500000000000e+02
